CIR_Filena	Easting	Northing	Ellips	Omega	Phi	Kappa
2096_156013.9036241670C000619-19-55.903_NIR_66806_125652_rgbi.tif	475526.485	5620727.144	4238.989	-0.57558	4.51137	30.07756
2096_156018.904361671C000619-20-00.904_NIR_66807_125653_rgbi.tif	475216.303	5620503.539	4248.391	-16.29468	-4.06426	24.77252
2096_156023.9050821672C000619-20-05.905_NIR_66808_125654_rgbi.tif	474883.014	5620336.252	4244.813	-17.24147	-3.70949	13.44317
2096_156028.9038591673C000619-20-10.903_NIR_66809_125655_rgbi.tif	474523.987	5620238.250	4226.557	-16.44945	-1.97569	3.35778
2096_156033.9046071674C000619-20-15.904_NIR_66810_125656_rgbi.tif	474147.114	5620210.491	4204.571	-15.01365	1.01893	-5.95520
2096_156038.9033811675C000619-20-20.903_NIR_66811_125657_rgbi.tif	473766.488	5620249.124	4193.027	-4.41770	3.08229	-12.73106
2096_156043.9041031676C000619-20-25.904_NIR_66812_125658_rgbi.tif	473392.161	5620316.240	4200.912	1.82491	3.72828	-14.06919
2096_156159.6822991677C000619-22-21.682_NIR_66813_125659_rgbi.tif	477118.453	5620049.109	4143.238	0.32380	-1.80997	-140.97639
2096_156164.6825251678C000619-22-26.682_NIR_66814_125660_rgbi.tif	477458.883	5620281.673	4136.273	-0.10902	-1.50521	-140.62360
2096_156169.682291679C000619-22-31.682_NIR_66815_125661_rgbi.tif	477801.091	5620518.806	4128.908	0.52464	-2.05740	-140.57947
2096_156174.6820571680C000619-22-36.682_NIR_66816_125662_rgbi.tif	478142.873	5620758.313	4129.570	1.68914	-2.77497	-140.35606
2096_156179.6828231681C000619-22-41.682_NIR_66817_125663_rgbi.tif	478481.727	5620995.390	4137.363	3.03033	-2.65262	-140.35332
2096_156184.6830521682C000619-22-46.683_NIR_66818_125664_rgbi.tif	478817.412	5621225.897	4148.163	2.06804	-3.56741	-140.50209
2096_156189.6833581683C000619-22-51.683_NIR_66819_125665_rgbi.tif	479147.354	5621454.092	4155.762	0.82668	-3.18663	-139.64354
2096_156194.6831211684C000619-22-56.683_NIR_66820_125666_rgbi.tif	479474.137	5621684.435	4154.559	0.90056	-1.23829	-139.70700
2096_156199.6823031685C000619-23-01.682_NIR_66821_125667_rgbi.tif	479805.134	5621916.529	4145.768	0.62541	-0.45744	-139.99984
2096_156204.6826531686C000619-23-06.682_NIR_66822_125668_rgbi.tif	480142.440	5622151.993	4134.675	0.41570	-0.77438	-140.42780
2096_156209.6824211687C000619-23-11.682_NIR_66823_125669_rgbi.tif	480484.394	5622390.987	4126.641	0.93747	-1.34734	-140.62827
2096_156214.6821841688C000619-23-16.682_NIR_66824_125670_rgbi.tif	480828.445	5622631.207	4125.531	1.32868	-2.28946	-140.79744
2096_156219.68331689C000619-23-21.683_NIR_66825_125671_rgbi.tif	481171.009	5622870.659	4131.471	2.33559	-2.58643	-140.51348
2096_156224.6830491690C000619-23-26.683_NIR_66826_125672_rgbi.tif	481512.561	5623103.550	4140.832	5.56674	-0.20395	-142.21250
2096_156229.6838011691C000619-23-31.683_NIR_66827_125673_rgbi.tif	481861.585	5623319.509	4147.883	5.02680	-0.08920	-145.09297
2096_156234.6825481692C000619-23-36.682_NIR_66828_125674_rgbi.tif	482215.841	5623524.843	4149.577	-0.30836	-3.11923	-144.50129
2096_156239.6822971693C000619-23-41.682_NIR_66829_125675_rgbi.tif	482565.646	5623737.694	4147.162	-2.45014	-4.13187	-143.21680
2096_156244.6830481694C000619-23-46.683_NIR_66830_125676_rgbi.tif	482909.570	5623963.155	4141.373	-0.16979	-1.94485	-141.57595
2096_156249.6835411695C000619-23-51.683_NIR_66831_125677_rgbi.tif	483252.958	5624195.726	4134.712	0.41635	-1.48253	-141.59822
2096_156254.6825451696C000619-23-56.682_NIR_66832_125678_rgbi.tif	483597.284	5624432.500	4129.133	-0.54960	-2.65069	-140.69492
2096_156259.6830691697C000619-24-01.683_NIR_66833_125679_rgbi.tif	483939.589	5624675.131	4125.885	0.76367	-2.09705	-140.26172
2096_156264.6828331698C000619-24-06.682_NIR_66834_125680_rgbi.tif	484280.054	5624920.076	4126.140	0.80384	-2.65932	-139.59341
2096_156269.6835991699C000619-24-11.683_NIR_66835_125681_rgbi.tif	484616.832	5625166.905	4129.890	0.85881	-2.93087	-139.10548
2096_156274.6833661700C000619-24-16.683_NIR_66836_125682_rgbi.tif	484949.158	5625415.251	4134.276	1.31040	-2.50792	-138.47999
2096_156279.683291701C000619-24-21.683_NIR_66837_125683_rgbi.tif	485278.351	5625664.471	4137.045	-0.03525	-3.33966	-138.17155
2096_156284.6840391702C000619-24-26.684_NIR_66838_125684_rgbi.tif	485603.552	5625917.471	4136.957	1.39883	-1.63969	-137.65584
2096_156289.6826551703C000619-24-31.682_NIR_66839_125685_rgbi.tif	485928.399	5626171.413	4135.711	1.80752	-1.11576	-137.50476
2096_156294.684471704C000619-24-36.684_NIR_66840_125686_rgbi.tif	486256.524	5626423.271	4135.065	3.52381	0.34394	-138.83408
2096_156299.6842211705C000619-24-41.684_NIR_66841_125687_rgbi.tif	486592.732	5626666.601	4134.642	2.78366	-0.42567	-140.55943
2096_156304.6839671706C000619-24-46.683_NIR_66842_125688_rgbi.tif	486935.287	5626903.073	4133.751	0.79345	-2.16899	-141.08316
2096_156309.6837181707C000619-24-51.683_NIR_66843_125689_rgbi.tif	487278.002	5627139.527	4133.266	1.58026	-1.52612	-140.90680
2096_156314.6834661708C000619-24-56.683_NIR_66844_125690_rgbi.tif	487622.144	5627374.705	4132.449	1.44690	-1.36392	-141.58540
2096_156319.6841841709C000619-25-01.684_NIR_66845_125691_rgbi.tif	487969.114	5627608.335	4130.539	1.70391	-0.89291	-142.01284
2096_156324.6839761710C000619-25-06.683_NIR_66846_125692_rgbi.tif	488318.949	5627840.723	4127.564	1.02283	-1.63859	-142.09786
2096_156329.6847271711C000619-25-11.684_NIR_66847_125693_rgbi.tif	488669.137	5628073.712	4126.952	0.61770	-2.52753	-141.82603
2096_156334.6844911712C000619-25-16.684_NIR_66848_125694_rgbi.tif	489017.049	5628307.290	4129.611	2.21848	-1.77944	-141.87446
2096_156339.6842451713C000619-25-21.684_NIR_66849_125695_rgbi.tif	489364.927	5628536.713	4133.364	2.08984	-1.90711	-142.43244
2096_156344.6849551714C000619-25-26.684_NIR_66850_125696_rgbi.tif	489713.564	5628761.729	4135.421	2.21748	-1.18629	-143.01527
2096_156349.6837751715C000619-25-31.683_NIR_66851_125697_rgbi.tif	490064.525	5628983.164	4133.340	1.05470	-1.35362	-143.23510
2096_156354.6844521716C000619-25-36.684_NIR_66852_125698_rgbi.tif	490417.194	5629205.683	4128.338	-0.43480	-2.17507	-143.05740
2096_156359.6833061717C000619-25-41.683_NIR_66853_125699_rgbi.tif	490770.159	5629432.062	4122.680	1.20023	-0.92391	-142.99620
2096_156364.6840731718C000619-25-46.684_NIR_66854_125700_rgbi.tif	491126.643	5629658.315	4117.964	1.23536	-1.11874	-143.34039
2096_156369.6838371719C000619-25-51.683_NIR_66855_125701_rgbi.tif	491485.563	5629883.631	4114.958	1.25661	-1.37459	-143.48593
2096_156374.6846041720C000619-25-56.684_NIR_66856_125702_rgbi.tif	491844.662	5630109.143	4113.385	-0.37134	-2.80730	-143.01907
2096_156379.6843671721C000619-26-01.684_NIR_66857_125703_rgbi.tif	492198.717	5630340.461	4112.123	-0.50576	-2.94423	-141.41645
2096_156384.6841351722C000619-26-06.684_NIR_66858_125704_rgbi.tif	492546.475	5630579.201	4110.654	-1.29442	-3.72831	-140.09129
2096_156389.6838981723C000619-26-11.683_NIR_66859_125705_rgbi.tif	492886.612	5630826.720	4108.634	0.70356	-1.97533	-138.46734
2096_156394.6877671724C000619-26-16.687_NIR_66860_125706_rgbi.tif	493224.763	5631077.241	4106.558	2.67441	-0.12707	-138.90402
2096_156399.6867521725C000619-26-21.686_NIR_66861_125707_rgbi.tif	493567.640	5631322.229	4104.800	2.70062	-0.20960	-140.30176
2096_156404.6872631726C000619-26-26.687_NIR_66862_125708_rgbi.tif	493915.737	5631561.582	4103.834	0.75357	-2.03224	-140.78163
2096_156409.6872821727C000619-26-31.687_NIR_66863_125709_rgbi.tif	494263.102	5631801.332	4103.425	0.14843	-2.73421	-140.28447
2096_156414.6867621728C000619-26-36.686_NIR_66864_125710_rgbi.tif	494606.112	5632044.724	4103.986	0.93409	-2.23616	-139.36735
2096_156419.6868071729C000619-26-41.686_NIR_66865_125711_rgbi.tif	494946.036	5632290.027	4104.547	1.29737	-1.80520	-139.31165
2096_156424.6872541730C000619-26-46.687_NIR_66866_125712_rgbi.tif	495285.271	5632535.420	4103.432	0.74962	-1.97439	-139.15176
2096_156429.6873371731C000619-26-51.687_NIR_66867_125713_rgbi.tif	495623.627	5632782.551	4100.538	0.80366	-1.60648	-138.81812
2096_156434.6867521732C000619-26-56.686_NIR_66868_125714_rgbi.tif	495962.419	5633031.139	4096.715	1.37112	-0.99438	-138.92784
2096_156439.6868651733C000619-27-01.686_NIR_66869_125715_rgbi.tif	496303.692	5633279.170	4093.653	1.13251	-1.48681	-139.25752
2096_156444.6872521734C000619-27-06.687_NIR_66870_125716_rgbi.tif	496645.097	5633527.322	4093.481	0.96512	-2.35325	-138.77140
2096_156449.6873981735C000619-27-11.687_NIR_66871_125717_rgbi.tif	496984.104	5633775.571	4095.611	2.54012	-1.19173	-138.92846
2096_156454.6877521736C000619-27-16.687_NIR_66872_125718_rgbi.tif	497324.379	5634019.448	4097.197	1.50301	-1.81900	-139.47005
2096_156459.687931737C000619-27-21.687_NIR_66873_125719_rgbi.tif	497665.199	5634261.471	4096.490	0.87984	-1.85532	-139.48568
2096_156464.6872481738C000619-27-26.687_NIR_66874_125720_rgbi.tif	498005.365	5634505.190	4093.557	-0.18921	-2.50237	-138.84071
2096_156469.687461739C000619-27-31.687_NIR_66875_125721_rgbi.tif	498344.633	5634752.382	4089.977	1.64458	-0.75404	-138.89839
2096_156474.6877461740C000619-27-36.687_NIR_66876_125722_rgbi.tif	498687.265	5634998.138	4087.339	1.84004	-0.81364	-139.61679
2096_156479.6870161741C000619-27-41.687_NIR_66877_125723_rgbi.tif	499033.690	5635240.601	4086.100	2.59618	-0.52341	-140.43335
2096_156484.6867551742C000619-27-46.686_NIR_66878_125724_rgbi.tif	499384.389	5635477.605	4086.334	1.69990	-1.69043	-141.34778
2096_156489.6875211743C000619-27-51.687_NIR_66879_125725_rgbi.tif	499735.479	5635712.046	4088.467	1.10365	-2.42930	-141.09075
2096_156494.6867411744C000619-27-56.686_NIR_66880_125726_rgbi.tif	500083.620	5635946.765	4091.718	1.18353	-2.39549	-140.86291
2096_156499.687051745C000619-28-01.687_NIR_66881_125727_rgbi.tif	500429.324	5636181.831	4094.341	1.07931	-2.24804	-140.73010
2096_156504.6872371746C000619-28-06.687_NIR_66882_125728_rgbi.tif	500773.255	5636417.677	4094.635	0.89821	-2.02015	-140.55278
2096_156509.6869911747C000619-28-11.686_NIR_66883_125729_rgbi.tif	501116.864	5636654.488	4092.753	0.83905	-1.75027	-140.59140
2096_156519.6871131749C000619-28-21.687_NIR_66884_125730_rgbi.tif	501800.502	5637138.611	4085.790	-1.55403	-3.77096	-138.49160
2096_156524.6872341750C000619-28-26.687_NIR_66885_125731_rgbi.tif	502130.289	5637396.992	4083.199	-6.85593	-9.71280	-134.94657
2096_156529.686641751C000619-28-31.686_NIR_66886_125732_rgbi.tif	502428.617	5637685.937	4079.563	-6.25797	-10.97900	-127.29163
2096_156534.6867281752C000619-28-36.686_NIR_66887_125733_rgbi.tif	502686.496	5638007.056	4076.247	-3.39260	-10.03734	-120.65120
2096_156658.2785951753C000619-30-40.278_NIR_66888_125734_rgbi.tif	503746.611	5636625.436	4116.214	-5.36240	1.40496	28.88187
2096_156663.2853191754C000619-30-45.285_NIR_66889_125735_rgbi.tif	503459.557	5636430.474	4118.881	2.07129	4.32330	27.14782
2096_156668.2850841755C000619-30-50.285_NIR_66890_125736_rgbi.tif	503172.697	5636228.942	4115.948	-1.57892	1.73977	29.21648
2096_156673.2858461756C000619-30-55.285_NIR_66891_125737_rgbi.tif	502882.923	5636022.559	4112.994	-1.43876	2.62889	28.99626
2096_156678.2856111757C000619-31-00.285_NIR_66892_125738_rgbi.tif	502591.145	5635816.273	4116.909	-2.51719	3.18270	28.49921
2096_156683.2853731758C000619-31-05.285_NIR_66893_125739_rgbi.tif	502299.741	5635614.148	4125.012	-1.26554	4.23527	27.86511
2096_156688.2851381759C000619-31-10.285_NIR_66894_125740_rgbi.tif	502010.205	5635414.561	4130.777	-0.39564	3.61825	27.65470
2096_156693.2859011760C000619-31-15.285_NIR_66895_125741_rgbi.tif	501720.900	5635212.716	4129.534	-0.45105	2.43444	28.27961
2096_156698.2856651761C000619-31-20.285_NIR_66896_125742_rgbi.tif	501428.111	5635008.221	4123.083	-1.40817	1.22091	27.90891
2096_156703.2854261762C000619-31-25.285_NIR_66897_125743_rgbi.tif	501128.836	5634803.638	4115.980	-0.71511	2.07199	27.75327
2096_156708.2860061763C000619-31-30.286_NIR_66898_125744_rgbi.tif	500826.539	5634596.929	4113.650	0.23108	3.55189	28.12876
2096_156713.285961764C000619-31-35.285_NIR_66899_125745_rgbi.tif	500526.674	5634385.909	4116.844	-1.34698	3.34232	28.92009
2096_156718.2857261765C000619-31-40.285_NIR_66900_125746_rgbi.tif	500229.981	5634174.099	4123.132	-1.53384	3.89175	29.12514
2096_156723.2864931766C000619-31-45.286_NIR_66901_125747_rgbi.tif	499937.165	5633963.210	4132.093	-3.31234	2.94165	29.11301
2096_156728.2861767C000619-31-50.286_NIR_66902_125748_rgbi.tif	499645.512	5633757.001	4138.269	-1.45720	3.05173	28.42503
2096_156733.2860241768C000619-31-55.286_NIR_66903_125749_rgbi.tif	499353.185	5633551.375	4138.546	-1.70197	1.78892	28.53276
2096_156738.28651769C000619-32-00.286_NIR_66904_125750_rgbi.tif	499056.353	5633345.337	4132.238	-1.63039	0.77650	28.03758
2096_156743.2865551770C000619-32-05.286_NIR_66905_125751_rgbi.tif	498752.365	5633139.793	4126.187	-0.51439	2.84324	27.80955
2096_156748.2863221771C000619-32-10.286_NIR_66906_125752_rgbi.tif	498447.514	5632933.185	4129.541	-1.98719	3.43960	27.84459
2096_156753.2860861772C000619-32-15.286_NIR_66907_125753_rgbi.tif	498145.811	5632727.702	4136.676	-0.97238	3.81996	28.02093
2096_156758.2864911773C000619-32-20.286_NIR_66908_125754_rgbi.tif	497847.258	5632520.999	4139.753	-1.86794	2.25298	28.25217
2096_156763.2856161774C000619-32-25.285_NIR_66909_125755_rgbi.tif	497546.597	5632314.699	4135.643	-1.07439	1.21353	27.90874
2096_156768.285991775C000619-32-30.285_NIR_66910_125756_rgbi.tif	497240.446	5632106.996	4128.326	-1.18074	1.84829	28.06131
2096_156773.2861481776C000619-32-35.286_NIR_66911_125757_rgbi.tif	496932.551	5631896.388	4128.279	-0.63168	3.30636	28.89782
2096_156778.2864841777C000619-32-40.286_NIR_66912_125758_rgbi.tif	496627.472	5631683.203	4132.255	-1.41044	2.97736	28.82018
2096_156783.2856761778C000619-32-45.285_NIR_66913_125759_rgbi.tif	496323.695	5631471.737	4136.710	-2.89785	2.17441	28.57741
2096_156788.2859841779C000619-32-50.285_NIR_66914_125760_rgbi.tif	496018.883	5631265.791	4141.670	-2.39470	2.36180	27.61791
2096_156793.2857351780C000619-32-55.285_NIR_66915_125761_rgbi.tif	495713.155	5631064.153	4145.461	0.26311	3.65347	27.59091
2096_156798.285971781C000619-33-00.285_NIR_66916_125762_rgbi.tif	495409.515	5630859.343	4147.762	-0.02649	3.29584	28.49014
2096_156803.2857371782C000619-33-05.285_NIR_66917_125763_rgbi.tif	495108.154	5630649.484	4148.433	-0.36198	2.90438	29.35228
2096_156808.2859831783C000619-33-10.285_NIR_66918_125764_rgbi.tif	494807.642	5630435.367	4148.024	-1.37335	2.10487	29.54427
2096_156813.286261784C000619-33-15.286_NIR_66919_125765_rgbi.tif	494505.170	5630220.951	4146.546	-0.95441	2.38867	29.26837
2096_156818.285481785C000619-33-20.285_NIR_66920_125766_rgbi.tif	494201.153	5630006.345	4145.425	-1.16687	2.48912	29.24376
2096_156823.2862281786C000619-33-25.286_NIR_66921_125767_rgbi.tif	493896.548	5629791.446	4145.464	-1.42522	2.54406	29.11393
2096_156828.2865531787C000619-33-30.286_NIR_66922_125768_rgbi.tif	493591.845	5629577.317	4146.365	-1.10447	2.86289	29.11462
2096_156833.2863171788C000619-33-35.286_NIR_66923_125769_rgbi.tif	493288.116	5629362.200	4147.384	0.30025	3.40877	29.73596
2096_156838.2864781789C000619-33-40.286_NIR_66924_125770_rgbi.tif	492986.861	5629141.918	4147.757	-1.36734	2.35521	30.16472
2096_156843.2858491790C000619-33-45.285_NIR_66925_125771_rgbi.tif	492684.845	5628921.500	4147.759	-2.00682	1.98110	29.61492
2096_156848.2869761791C000619-33-50.286_NIR_66926_125772_rgbi.tif	492378.297	5628706.993	4147.032	-1.86324	1.56078	27.92730
2096_156853.2863791792C000619-33-55.286_NIR_66927_125773_rgbi.tif	492066.691	5628497.797	4144.123	-1.07628	2.03336	27.62725
2096_156858.2864721793C000619-34-00.286_NIR_66928_125774_rgbi.tif	491752.207	5628290.153	4142.610	-2.17920	1.76331	27.19274
2096_156863.2859111794C000619-34-05.285_NIR_66929_125775_rgbi.tif	491435.366	5628085.722	4142.258	0.92487	3.34190	27.32056
2096_156868.2869721795C000619-34-10.286_NIR_66930_125776_rgbi.tif	491119.823	5627877.245	4141.246	-0.68365	2.52038	27.84495
2096_156873.2864431796C000619-34-15.286_NIR_66931_125777_rgbi.tif	490805.322	5627666.225	4141.435	-0.29093	2.96298	28.72193
2096_156878.2854641797C000619-34-20.285_NIR_66932_125778_rgbi.tif	490493.571	5627451.516	4143.138	-0.53234	3.12466	29.32137
2096_156883.2869751798C000619-34-25.286_NIR_66933_125779_rgbi.tif	490184.188	5627234.635	4145.060	-1.16450	2.54991	29.62975
2096_156888.2869621799C000619-34-30.286_NIR_66934_125780_rgbi.tif	489875.271	5627017.641	4144.882	-1.54425	1.72910	29.60549
2096_156893.286711800C000619-34-35.286_NIR_66935_125781_rgbi.tif	489563.663	5626802.060	4141.704	-1.68395	1.34790	29.04211
2096_156898.2864571801C000619-34-40.286_NIR_66936_125782_rgbi.tif	489247.902	5626588.711	4138.068	-1.51999	1.53850	28.48070
2096_156903.2860371802C000619-34-45.286_NIR_66937_125783_rgbi.tif	488929.080	5626377.029	4135.721	-0.06498	2.74765	28.24230
2096_156908.2859571803C000619-34-50.285_NIR_66938_125784_rgbi.tif	488610.897	5626163.287	4135.705	-0.26732	3.07637	28.75485
2096_156913.2865661804C000619-34-55.286_NIR_66939_125785_rgbi.tif	488296.279	5625945.612	4138.257	0.39598	3.89834	29.80855
2096_156918.2874621805C000619-35-00.287_NIR_66940_125786_rgbi.tif	487986.781	5625723.818	4142.522	-1.88828	2.72669	29.93628
2096_156923.2870951806C000619-35-05.287_NIR_66941_125787_rgbi.tif	487679.011	5625504.161	4146.766	-0.97491	3.10914	29.76439
2096_156928.2869621807C000619-35-10.286_NIR_66942_125788_rgbi.tif	487373.538	5625283.583	4149.182	-0.46536	2.92073	30.26091
2096_156933.2866251808C000619-35-15.286_NIR_66943_125789_rgbi.tif	487068.211	5625062.113	4148.515	-2.89454	0.93396	29.38825
2096_156938.2864661809C000619-35-20.286_NIR_66944_125790_rgbi.tif	486757.540	5624845.791	4145.296	-1.20818	1.71236	28.64689
2096_156943.2862181810C000619-35-25.286_NIR_66945_125791_rgbi.tif	486443.717	5624630.109	4141.861	-0.92128	1.98583	28.58361
2096_156948.2859691811C000619-35-30.285_NIR_66946_125792_rgbi.tif	486127.822	5624414.575	4140.069	-1.77872	1.80790	28.19641
2096_156953.2866821812C000619-35-35.286_NIR_66947_125793_rgbi.tif	485809.589	5624202.040	4140.158	-1.62172	2.30649	27.55105
2096_156958.2864651813C000619-35-40.286_NIR_66948_125794_rgbi.tif	485490.946	5623992.055	4142.308	-0.86278	2.98194	27.36327
2096_156963.287211814C000619-35-45.287_NIR_66949_125795_rgbi.tif	485174.939	5623780.315	4145.160	1.29028	4.24609	28.50581
2096_156968.2869691815C000619-35-50.286_NIR_66950_125796_rgbi.tif	484863.787	5623563.017	4147.306	-2.48628	1.98087	28.90401
2096_156973.2867391816C000619-35-55.286_NIR_66951_125797_rgbi.tif	484551.133	5623349.968	4149.031	-2.40487	1.78166	27.80661
2096_156978.2865111817C000619-36-00.286_NIR_66952_125798_rgbi.tif	484235.334	5623142.163	4149.520	-1.94270	1.83085	26.97777
2096_156983.2872711818C000619-36-05.287_NIR_66953_125799_rgbi.tif	483916.755	5622937.352	4148.660	-0.31693	2.59445	26.91796
2096_156988.2869681819C000619-36-10.286_NIR_66954_125800_rgbi.tif	483598.534	5622729.648	4147.424	1.49495	3.62756	27.88945
2096_156993.2868041820C000619-36-15.286_NIR_66955_125801_rgbi.tif	483284.405	5622512.312	4146.544	0.70177	3.29767	29.40995
2096_156998.2864671821C000619-36-20.286_NIR_66956_125802_rgbi.tif	482974.050	5622287.089	4146.704	-0.33373	2.98825	30.22664
2096_157003.2863361822C000619-36-25.286_NIR_66957_125803_rgbi.tif	482666.227	5622058.498	4148.513	-1.49873	2.68460	30.44822
2096_157008.2871021823C000619-36-30.287_NIR_66958_125804_rgbi.tif	482358.905	5621832.142	4151.728	-3.88533	1.48369	29.41594
2096_157013.2868871824C000619-36-35.286_NIR_66959_125805_rgbi.tif	482048.154	5621615.986	4155.361	-2.40489	2.25979	27.67403
2096_157018.2864651825C000619-36-40.286_NIR_66960_125806_rgbi.tif	481735.681	5621406.204	4157.783	-1.71303	2.19950	27.23736
2096_157023.28641826C000619-36-45.286_NIR_66961_125807_rgbi.tif	481422.851	5621197.613	4157.745	0.60862	3.13465	27.36027
2096_157028.2777851827C000619-36-50.277_NIR_66962_125808_rgbi.tif	481113.292	5620982.548	4156.071	1.82503	3.63540	29.16568
2096_157033.2775481828C000619-36-55.277_NIR_66963_125809_rgbi.tif	480806.073	5620759.043	4153.548	-0.87869	2.08970	29.43873
2096_157038.2773151829C000619-37-00.277_NIR_66964_125810_rgbi.tif	480497.874	5620534.586	4151.277	-2.60570	1.06186	29.50319
2096_157043.2778311830C000619-37-05.277_NIR_66965_125811_rgbi.tif	480185.946	5620313.988	4148.774	-2.35140	1.04898	28.09110
2096_157048.2813011831C000619-37-10.281_NIR_66966_125812_rgbi.tif	479868.819	5620099.596	4146.506	-2.08127	1.47150	27.16375
2096_157053.2810871832C000619-37-15.281_NIR_66967_125813_rgbi.tif	479548.726	5619890.507	4145.839	-1.99169	1.49119	26.44213
2096_157058.2815341833C000619-37-20.281_NIR_66968_125814_rgbi.tif	479226.180	5619684.589	4142.843	0.75636	2.11814	26.50148
2096_157063.3024841834C000619-37-25.302_NIR_66969_125815_rgbi.tif	478900.532	5619473.949	4135.135	0.74568	1.45052	27.07646
2096_157068.3019221835C000619-37-30.301_NIR_66970_125816_rgbi.tif	478574.218	5619257.036	4125.775	2.98780	2.77393	28.58547
2096_157073.3020131836C000619-37-35.302_NIR_66971_125817_rgbi.tif	478250.914	5619025.788	4117.844	0.92300	2.35959	30.00483
2096_157078.3024171837C000619-37-40.302_NIR_66972_125818_rgbi.tif	477929.622	5618788.408	4115.743	-2.07270	1.74617	29.98488
2096_157083.3015411838C000619-37-45.301_NIR_66973_125819_rgbi.tif	477607.590	5618557.631	4120.282	-1.56100	2.94517	29.12283
2096_157088.3019131839C000619-37-50.301_NIR_66974_125820_rgbi.tif	477287.040	5618334.577	4127.938	-3.58939	1.93826	28.21527
2096_157093.3020681840C000619-37-55.302_NIR_66975_125821_rgbi.tif	476961.044	5618132.302	4131.634	-18.52378	-5.27282	19.89641
2096_157098.302411841C000619-38-00.302_NIR_66976_125822_rgbi.tif	476608.443	5617993.870	4120.029	-15.78991	-3.20827	9.30479
2096_157103.3025981842C000619-38-05.302_NIR_66977_125823_rgbi.tif	476234.405	5617918.504	4105.107	-9.54800	1.67823	2.38886
2096_157108.301911843C000619-38-10.301_NIR_66978_125824_rgbi.tif	475859.014	5617882.034	4119.505	10.36051	7.64096	-0.07043
2096_157205.7600191844C000619-39-47.760_NIR_66979_125825_rgbi.tif	479166.852	5617803.932	4233.821	2.01785	-3.87570	-140.32775
2096_157210.7607681845C000619-39-52.760_NIR_66980_125826_rgbi.tif	479466.230	5618006.662	4236.002	1.78096	-3.65245	-139.85521
2096_157215.7615211846C000619-39-57.761_NIR_66981_125827_rgbi.tif	479765.100	5618212.866	4236.431	1.31763	-3.67388	-139.27527
2096_157220.7612711847C000619-40-02.761_NIR_66982_125828_rgbi.tif	480062.370	5618424.722	4235.868	1.80113	-3.31142	-138.15371
2096_157225.7610221848C000619-40-07.761_NIR_66983_125829_rgbi.tif	480358.950	5618640.165	4236.802	2.86856	-2.84180	-138.17906
2096_157230.7607741849C000619-40-12.760_NIR_66984_125830_rgbi.tif	480656.790	5618854.263	4240.982	3.26416	-3.20264	-138.53154
2096_157235.7605251850C000619-40-17.760_NIR_66985_125831_rgbi.tif	480954.118	5619066.253	4247.424	1.93459	-4.67076	-138.59717
2096_157240.7612771851C000619-40-22.761_NIR_66986_125832_rgbi.tif	481246.025	5619281.158	4253.633	5.14923	-1.43176	-137.11405
2096_157245.7610311852C000619-40-27.761_NIR_66987_125833_rgbi.tif	481541.205	5619492.084	4253.459	2.60342	-0.99202	-139.82810
2096_157250.760781853C000619-40-32.760_NIR_66988_125834_rgbi.tif	481846.514	5619700.856	4242.968	1.98612	-0.37099	-140.64312
2096_157255.760531854C000619-40-37.760_NIR_66989_125835_rgbi.tif	482161.694	5619911.511	4232.998	0.50744	-2.73030	-140.71035
2096_157260.7612811855C000619-40-42.761_NIR_66990_125836_rgbi.tif	482480.781	5620124.750	4232.123	2.45162	-2.72537	-141.23517
2096_157265.7610321856C000619-40-47.761_NIR_66991_125837_rgbi.tif	482801.143	5620335.130	4238.004	2.58731	-3.04227	-141.44420
2096_157270.7607911857C000619-40-52.760_NIR_66992_125838_rgbi.tif	483120.680	5620544.937	4239.656	0.30816	-2.17159	-140.91283
2096_157275.7615351858C000619-40-57.761_NIR_66993_125839_rgbi.tif	483441.026	5620761.720	4230.889	0.39541	-1.45266	-140.23565
2096_157280.7612841859C000619-41-02.761_NIR_66994_125840_rgbi.tif	483764.523	5620985.113	4223.348	0.56889	-2.78847	-139.97816
2096_157285.7610631860C000619-41-07.761_NIR_66995_125841_rgbi.tif	484088.512	5621211.061	4225.561	2.91008	-2.49128	-140.00481
2096_157290.7607871861C000619-41-12.760_NIR_66996_125842_rgbi.tif	484411.290	5621433.088	4235.370	1.77617	-4.27697	-140.39108
2096_157295.7605891862C000619-41-17.760_NIR_66997_125843_rgbi.tif	484729.080	5621653.503	4243.693	0.74568	-3.52040	-139.99190
2096_157300.7612871863C000619-41-22.761_NIR_66998_125844_rgbi.tif	485042.252	5621878.767	4242.293	0.13691	-2.65897	-137.79936
2096_157305.7620351864C000619-41-27.762_NIR_66999_125845_rgbi.tif	485353.896	5622111.524	4236.212	1.72932	-1.04006	-138.26096
2096_157310.7617851865C000619-41-32.761_NIR_67000_125846_rgbi.tif	485672.077	5622343.164	4231.576	4.23066	0.55022	-140.03517
2096_157315.7615361866C000619-41-37.761_NIR_67001_125847_rgbi.tif	486000.757	5622565.721	4230.558	2.53659	-1.83047	-141.86626
2096_157320.7614181867C000619-41-42.761_NIR_67002_125848_rgbi.tif	486331.971	5622784.533	4231.933	0.83303	-1.71302	-141.36035
2096_157325.7610341868C000619-41-47.761_NIR_67003_125849_rgbi.tif	486663.978	5623007.446	4221.614	0.12256	-0.32441	-141.28477
